module,type,name,res_id,src,value
account,field,"account.move.line.reconcile,trans_nbr",0,# of Transaction,Số lượng giao dịch
account,field,"analytic.entries.report,nbr",0,#Entries,Số bút toán
account,model,"email.template,subject",account.email_template_edi_invoice,${object.company_id.name|safe} Invoice (Ref ${object.number or 'n/a'}),${object.company_id.name|safe} Invoice (Ref ${object.number or 'n/a'})
account,report,account.partner.balance,0,(Account/Partner) Name,Tên (Tài khoản/Đối tác)
account,view,account.chart,0,(If you do not select Fiscal year it will take all open fiscal years),"Nếu bạn không chọn năm kinh tế, mặc định sẽ chọn tất cả các năm kinh tế"
account,view,account.tax.chart,0,(If you do not select period it will take all open periods),Bản dịch từ Tiếng Anh sang Tiếng Việt (Nếu bạn không chọn thời gian nó sẽ mất tất cả các giai đoạn mở)
account,view,account.state.open,0,(Invoice should be unreconciled if you want to open it),(Invoice should be unreconciled if you want to open it)
account,view,account.analytic.chart,0,(Keep empty to open the current situation),Để trống để giữ nguyên hiện trạng
account,view,project.account.analytic.line,0,(Keep empty to open the current situation),Để trống để giữ nguyên hiện trạng
account,view,account.invoice,0,(update),(Cập nhật thuế)
account,model,"account.payment.term,name",account.account_payment_term_15days,15 Days,15 ngày
account,model,"account.payment.term,note",account.account_payment_term_15days,15 Days,15 ngày
account,selection,"account.config.settings,period",0,3 Monthly,3 Tháng
account,selection,"account.installer,period",0,3 Monthly,3 Tháng
account,model,"account.payment.term,name",account.account_payment_term_net,30 Net Days,30 ngày
account,model,"account.payment.term,note",account.account_payment_term_net,30 Net Days,30 ngày
account,model,"ir.actions.act_window,help",account.action_account_moves_all_a,"<p class=""oe_view_nocontent_create"">
	                Select the period and the journal you want to fill.
	              </p><p>
	                This view can be used by accountants in order to quickly record
	                entries in OpenERP. If you want to record a supplier invoice,
	                start by recording the line of the expense account. OpenERP
	                will propose to you automatically the Tax related to this
	                account and the counterpart ""Account Payable"".
	              </p>
	            ","<p class=""oe_view_nocontent_create"">                Chọn chu kỳ và nhật ký bạn muốn điền              </p><p>                Hiển thị này chỉ được dùng bởi những kế toánđể nhanh chóng ghi lại các mục trong OpenERP. Nếu bạn muốn ghi lại 1 hóa đơn nhà cung cấp, hãy bắt đầu bằng cách ghi lại các dòng của bản kê chi phí. OpenERP sẽ tự động đề xuất các loại thuế liên quan đến tài khoản và bản sao ""Tài khoản chi"" này              </p>            "
account,model,"ir.actions.act_window,help",account.action_account_period,"<p class=""oe_view_nocontent_create"">
                Click to add a fiscal period.
              </p><p>
                An accounting period typically is a month or a quarter. It
                usually corresponds to the periods of the tax declaration.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add a fiscal period.
              </p><p>
                An accounting period typically is a month or a quarter. It
                usually corresponds to the periods of the tax declaration.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_journal_form,"<p class=""oe_view_nocontent_create"">
                Click to add a journal.
              </p><p>
                A journal is used to record transactions of all accounting data
                related to the day-to-day business.
              </p><p>
                A typical company may use one journal per payment method (cash,
                bank accounts, checks), one purchase journal, one sale journal
                and one for miscellaneous information.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add a journal.
              </p><p>
                A journal is used to record transactions of all accounting data
                related to the day-to-day business.
              </p><p>
                A typical company may use one journal per payment method (cash,
                bank accounts, checks), one purchase journal, one sale journal
                and one for miscellaneous information.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_form,"<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_gain_loss,"<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                When doing multi-currency transactions, you may loose or gain
                some amount due to changes of exchange rate. This menu gives
                you a forecast of the Gain or Loss you'd realized if those
                transactions were ended today. Only for accounts having a
                secondary currency set.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                When doing multi-currency transactions, you may loose or gain
                some amount due to changes of exchange rate. This menu gives
                you a forecast of the Gain or Loss you'd realized if those
                transactions were ended today. Only for accounts having a
                secondary currency set.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree1,"<p class=""oe_view_nocontent_create"">
                Click to create a customer invoice.
              </p><p>
                OpenERP's electronic invoicing allows to ease and fasten the
                collection of customer payments. Your customer receives the
                invoice by email and he can pay online and/or import it
                in his own system.
              </p><p>
                The discussions with your customer are automatically displayed at
                the bottom of each invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click để tạo hóa đơn khách hàng
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree3,"<p class=""oe_view_nocontent_create"">
                Click to create a customer refund. 
              </p><p>
                A refund is a document that credits an invoice completely or
                partially.
              </p><p>
                Instead of manually creating a customer refund, you
                can generate it directly from the related customer invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to create a customer refund. 
              </p><p>
                A refund is a document that credits an invoice completely or
                partially.
              </p><p>
                Instead of manually creating a customer refund, you
                can generate it directly from the related customer invoice.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_move_journal_line,"<p class=""oe_view_nocontent_create"">
                Click to create a journal entry.
              </p><p>
                A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.
              </p><p>
                OpenERP automatically creates one journal entry per accounting
                document: invoice, refund, supplier payment, bank statements,
                etc. So, you should record journal entries manually only/mainly
                for miscellaneous operations.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to create a journal entry.
              </p><p>
                A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.
              </p><p>
                OpenERP automatically creates one journal entry per accounting
                document: invoice, refund, supplier payment, bank statements,
                etc. So, you should record journal entries manually only/mainly
                for miscellaneous operations.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to create a new cash log.
              </p><p>
                A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to create a new cash log.
              </p><p>
                A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_type_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new account type.
              </p><p>
                An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to define a new account type.
              </p><p>
                An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_subscription_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new recurring entry.
              </p><p>
                A recurring entry occurs on a recurrent basis from a specific
                date, i.e. corresponding to the signature of a contract or an
                agreement with a customer or a supplier. You can create such
                entries to automate the postings in the system.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to define a new recurring entry.
              </p><p>
                A recurring entry occurs on a recurrent basis from a specific
                date, i.e. corresponding to the signature of a contract or an
                agreement with a customer or a supplier. You can create such
                entries to automate the postings in the system.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_tax_code_list,"<p class=""oe_view_nocontent_create"">
                Click to define a new tax code.
              </p><p>
                Depending on the country, a tax code is usually a cell to fill
                in your legal tax statement. OpenERP allows you to define the
                tax structure and each tax computation will be registered in
                one or several tax code.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Bấm để khai báo mã số thuế mới.
              </p><p>
                Tùy thuộc vào quốc gia, mã số thuế thường là một tế bàoô để điền
                 trong báo cáo thuế hợp pháp của bạn. OpenERP cho phép bạn xác định
                 cơ cấu thuế và mỗi tính thuế sẽ được đăng ký trong
                 một hoặc một số mã số thuế.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree2,"<p class=""oe_view_nocontent_create"">
                Click to record a new supplier invoice.
              </p><p>
                You can control the invoice from your supplier according to
                what you purchased or received. OpenERP can also generate
                draft invoices automatically from purchase orders or receipts.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to record a new supplier invoice.
              </p><p>
                You can control the invoice from your supplier according to
                what you purchased or received. OpenERP can also generate
                draft invoices automatically from purchase orders or receipts.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to register a bank statement.
              </p><p>
                A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.
              </p><p>
                OpenERP allows you to reconcile a statement line directly with
                the related sale or puchase invoices.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to register a bank statement.
              </p><p>
                A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.
              </p><p>
                OpenERP allows you to reconcile a statement line directly with
                the related sale or puchase invoices.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree4,"<p class=""oe_view_nocontent_create"">
                Click to register a refund you received from a supplier.
              </p><p>
                Instead of creating the supplier refund manually, you can generate
                refunds and reconcile them directly from the related supplier invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to register a refund you received from a supplier.
              </p><p>
                Instead of creating the supplier refund manually, you can generate
                refunds and reconcile them directly from the related supplier invoice.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_fiscalyear,"<p class=""oe_view_nocontent_create"">
                Click to start a new fiscal year.
              </p><p>
                Define your company's financial year according to your needs. A
                financial year is a period at the end of which a company's
                accounts are made up (usually 12 months). The financial year is
                usually referred to by the date in which it ends. For example,
                if a company's financial year ends November 30, 2011, then
                everything between December 1, 2010 and November 30, 2011
                would be referred to as FY 2011.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to start a new fiscal year.
              </p><p>
                Define your company's financial year according to your needs. A
                financial year is a period at the end of which a company's
                accounts are made up (usually 12 months). The financial year is
                usually referred to by the date in which it ends. For example,
                if a company's financial year ends November 30, 2011, then
                everything between December 1, 2010 and November 30, 2011
                would be referred to as FY 2011.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_bank_tree,"<p class=""oe_view_nocontent_create"">
            Click to setup a new bank account. 
          </p><p>
            Configure your company's bank account and select those that must
            appear on the report footer.
          </p><p>
            If you use the accounting application of OpenERP, journals and
            accounts will be created automatically based on these data.
          </p>
        ","<p class=""oe_view_nocontent_create"">
            Bấm để thiết lập tài khoản ngân hàng mới 
          </p><p>
            Cấu hình tài khoản ngân hàng của công ty bạn và chọn những tài khoản phải
             xuất hiện ở cuối báo cáo.
          </p><p>
            Nếu bạn sử dụng các ứng dụng kế toán của OpenERP, các nhật ký và
             các tài khoản sẽ được tạo ra tự động dựa trên những dữ liệu.
          </p>
        "
account,model,"ir.actions.act_window,help",account.action_account_manual_reconcile,"<p>
                    No journal items found.
                </p>
            ","<p>
                   Không tìm thấy mục nhật ký.
                </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_analytic_account_tree2,"<p>
                Click to add a new analytic account.
              </p><p>
                The normal chart of accounts has a structure defined by the
                legal requirement of the country. The analytic chart of
                accounts structure should reflect your own business needs in
                term of costs/revenues reporting.
              </p><p>
                They are usually structured by contracts, projects, products or
                departements. Most of the OpenERP operations (invoices,
                timesheets, expenses, etc) generate analytic entries on the
                related account.
              </p>
            ","<p>
                Click to add a new analytic account.
              </p><p>
                The normal chart of accounts has a structure defined by the
                legal requirement of the country. The analytic chart of
                accounts structure should reflect your own business needs in
                term of costs/revenues reporting.
              </p><p>
                They are usually structured by contracts, projects, products or
                departements. Most of the OpenERP operations (invoices,
                timesheets, expenses, etc) generate analytic entries on the
                related account.
              </p>
            "
account,model,"ir.model,name",account.model_temp_range,A Temporary table used for Dashboard view,A Temporary table used for Dashboard view
account,model,"ir.actions.act_window,help",account.action_account_period_tree,"A period is a fiscal period of time during which accounting entries should be recorded for accounting related activities. Monthly period is the norm but depending on your countries or company needs, you could also have quarterly periods. Closing a period will make it impossible to record new accounting entries, all new entries should then be made on the following open period. Close a period when you do not want to record new entries and want to lock this period for tax related calculation.","Thời gian là một thời kỳ tài chính của thời gian mà ghi sổ kế toán phải được ghi lại để hạch toán các hoạt động liên quan. Kỳ hàng tháng là mức nhưng tùy thuộc vào nhu cầu nước của bạn hoặc công ty, bạn cũng có thể có thời kỳ hàng quý. Kết thúc một thời gian sẽ làm cho nó không thể ghi ghi sổ kế toán mới, tất cả các mục mới sau đó phải được thực hiện vào thời kỳ mở cửa sau. Đóng một thời gian khi bạn không muốn ghi lại các mục mới và muốn khóa thời gian này để tính thuế liên quan."
account,model,"process.transition,note",account.process_transition_invoicemanually0,A statement with manual entries becomes a draft statement.,A statement with manual entries becomes a draft statement.
account,sql_constraint,account.fiscal.position.tax,0,A tax fiscal position could be defined only once time on same taxes.,A tax fiscal position could be defined only once time on same taxes.
account,report,account.central.journal,0,A/C No.,A/C No.
account,view,account.entries.report,0,Acc.Type,Loại tài khoản
account,view,account.account,0,Account,Tài khoản
account,report,account.account.balance,0,Account,Tài khoản
account,field,"account.automatic.reconcile,writeoff_acc_id",0,Account,Tài khoản
account,field,"account.bank.statement.line,account_id",0,Account,Tài khoản
account,view,account.entries.report,0,Account,Tài khoản
account,field,"account.entries.report,account_id",0,Account,Tài khoản
account,field,"account.invoice,account_id",0,Account,Tài khoản
account,field,"account.invoice.line,account_id",0,Account,Tài khoản
account,view,account.invoice.report,0,Account,Tài khoản
account,field,"account.invoice.report,account_id",0,Account,Tài khoản
account,field,"account.journal,account_control_ids",0,Account,Tài khoản
account,report,account.journal.period.print,0,Account,Tài khoản
account,report,account.journal.period.print.sale.purchase,0,Account,Tài khoản
account,field,"account.model.line,account_id",0,Account,Tài khoản
account,view,account.move.line,0,Account,Tài khoản
account,field,"account.move.line,account_id",0,Account,Tài khoản
account,field,"account.move.line.reconcile.select,account_id",0,Account,Tài khoản
account,field,"account.move.line.unreconcile.select,account_id",0,Account,Tài khoản
account,report,account.third_party_ledger,0,Account,Tài khoản
account,report,account.third_party_ledger_other,0,Account,Tài khoản
account,view,analytic.entries.report,0,Account,Tài khoản
account,field,"analytic.entries.report,account_id",0,Account,Tài khoản
account,model,"ir.model,name",account.model_account_account,Account,Tài khoản
account,field,"report.account.sales,account_id",0,Account,Tài khoản
account,model,"ir.model,name",account.model_account_aged_trial_balance,Account Aged Trial balance Report,Account Aged Trial balance Report
account,model,"ir.model,name",account.model_account_analytic_balance,Account Analytic Balance,Account Analytic Balance
account,model,"ir.model,name",account.model_account_analytic_chart,Account Analytic Chart,Account Analytic Chart
account,model,"ir.model,name",account.model_account_analytic_cost_ledger,Account Analytic Cost Ledger,Account Analytic Cost Ledger
account,model,"ir.model,name",account.model_account_analytic_cost_ledger_journal_report,Account Analytic Cost Ledger For Journal Report,Account Analytic Cost Ledger For Journal Report
account,model,"ir.model,name",account.model_account_analytic_inverted_balance,Account Analytic Inverted Balance,Account Analytic Inverted Balance
account,model,"ir.model,name",account.model_account_analytic_journal_report,Account Analytic Journal,Account Analytic Journal
account,model,"ir.actions.act_window,name",account.action_account_automatic_reconcile,Account Automatic Reconcile,Tài khoản Đối soát Tự động
account,field,"account.tax,base_code_id",0,Account Base Code,Mã Số Tài Khoản Cơ Bản
account,view,board.board,0,Account Board,Bảng điều khiển kế toán
account,model,"ir.actions.act_window,name",account.action_account_central_journal,Account Central Journal,Account Central Journal
account,model,"ir.model,name",account.model_account_central_journal,Account Central Journal,Account Central Journal
account,view,account.account,0,Account Code and Name,Mã tài khoản và tên
account,model,"ir.model,name",account.model_account_common_account_report,Account Common Account Report,Account Common Account Report
account,model,"ir.model,name",account.model_account_common_journal_report,Account Common Journal Report,Account Common Journal Report
account,model,"ir.model,name",account.model_account_common_partner_report,Account Common Partner Report,Account Common Partner Report
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,Account Common Report
account,field,"account.analytic.line,currency_id",0,Account Currency,Account Currency
account,field,"account.fiscal.position.account,account_dest_id",0,Account Destination,Tài Khoản Dự Kiến
account,field,"account.fiscal.position.account.template,account_dest_id",0,Account Destination,Tài Khoản Dự Kiến
account,view,account.move,0,Account Entry,Bút toán liên quan
account,model,"ir.model,name",account.model_account_move,Account Entry,Bút toán liên quan
account,model,"ir.actions.act_window,name",account.action_account_general_journal,Account General Journal,Account General Journal
account,model,"ir.model,name",account.model_account_general_journal,Account General Journal,Account General Journal
account,view,account.journal,0,Account Journal,Account Journal
account,field,"res.partner.bank,journal_id",0,Account Journal,Account Journal
account,model,"ir.model,name",account.model_account_journal_select,Account Journal Select,Account Journal Select
account,field,"account.invoice.report,account_line_id",0,Account Line,Account Line
account,view,account.fiscal.position,0,Account Mapping,Account Mapping
account,field,"account.fiscal.position,account_ids",0,Account Mapping,Account Mapping
account,field,"account.fiscal.position.template,account_ids",0,Account Mapping,Account Mapping
account,field,"account.use.model,model",0,Account Model,Account Model
account,model,"ir.model,name",account.model_account_model,Account Model,Account Model
account,model,"ir.model,name",account.model_account_model_line,Account Model Entries,Account Model Entries
account,report,account.analytic.account.balance,0,Account Name,Tên tài khoản
account,report,account.central.journal,0,Account Name,Tên tài khoản
account,field,"account.bank.accounts.wizard,acc_name",0,Account Name.,Tên tài khoản.
account,model,"ir.model,name",account.model_account_partner_ledger,Account Partner Ledger,Account Partner Ledger
account,field,"res.partner,property_account_payable",0,Account Payable,Tài khoản phải trả
account,view,account.period,0,Account Period,Account Period
account,model,"ir.actions.act_window,name",account.action_account_print_journal,Account Print Journal,Account Print Journal
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,Account Print Journal
account,view,product.category,0,Account Properties,Thuộc tính TK kế toán
account,field,"res.partner,property_account_receivable",0,Account Receivable,Tài khoản phải thu
account,model,"ir.model,name",account.model_account_move_reconcile,Account Reconciliation,Đối soát Tài khoản
account,view,account.financial.report,0,Account Report,Account Report
account,field,"account.financial.report,children_ids",0,Account Report,Account Report
account,model,"ir.model,name",account.model_account_financial_report,Account Report,Account Report
account,field,"accounting.report,account_report_id",0,Account Reports,Account Reports
account,model,"ir.ui.menu,name",account.menu_account_financial_reports_tree,Account Reports,Account Reports
account,view,account.financial.report,0,Account Reports Hierarchy,Account Reports Hierarchy
account,model,"ir.ui.menu,name",account.menu_account_report_tree_hierarchy,Account Reports Hierarchy,Account Reports Hierarchy
account,field,"account.fiscal.position.account,account_src_id",0,Account Source,Tài khoản đầu vào
account,field,"account.fiscal.position.account.template,account_src_id",0,Account Source,Tài khoản đầu vào
account,model,"ir.actions.act_window,name",account.action_account_state_open,Account State Open,Account State Open
account,model,"ir.model,name",account.model_account_state_open,Account State Open,Account State Open
account,view,account.account,0,Account Statistics,Thống kê tài khoản
account,view,account.bank.statement,0,Account Statistics,Thống kê tài khoản
account,view,account.move.line,0,Account Statistics,Thống kê tài khoản
account,view,account.subscription,0,Account Subscription,Account Subscription
account,model,"ir.model,name",account.model_account_subscription,Account Subscription,Account Subscription
account,model,"ir.model,name",account.model_account_subscription_line,Account Subscription Line,Account Subscription Line
account,view,account.tax,0,Account Tax,Tài khoản Thuế
account,field,"account.tax,tax_code_id",0,Account Tax Code,Mã số thuế
account,view,account.tax.code,0,Account Tax Code,Mã số thuế
account,view,account.tax.code.template,0,Account Tax Code Template,Account Tax Code Template
account,model,"ir.actions.act_window,name",account.action_account_vat_declaration,Account Tax Declaration,Account Tax Declaration
account,view,account.tax.template,0,Account Tax Template,Account Tax Template
account,view,account.account.template,0,Account Template,Mẫu Tài khoản
account,view,account.chart.template,0,Account Template,Mẫu Tài khoản
account,model,"ir.actions.act_window,name",account.action_account_template_form,Account Templates,Các Mẫu Tài khoản
account,model,"ir.ui.menu,name",account.menu_action_account_template_form,Account Templates,Các Mẫu Tài khoản
account,view,account.account,0,Account Type,Loại tài khoản
account,field,"account.account,user_type",0,Account Type,Loại tài khoản
account,view,account.account.template,0,Account Type,Loại tài khoản
account,field,"account.account.template,user_type",0,Account Type,Loại tài khoản
account,view,account.account.type,0,Account Type,Loại tài khoản
account,field,"account.account.type,name",0,Account Type,Loại tài khoản
account,field,"account.bank.accounts.wizard,account_type",0,Account Type,Loại tài khoản
account,field,"account.entries.report,user_type",0,Account Type,Loại tài khoản
account,selection,"account.financial.report,type",0,Account Type,Loại tài khoản
account,model,"ir.model,name",account.model_account_account_type,Account Type,Loại tài khoản
